"fips_state_code","fips_county_code","name","state_abbrev","population","housing_units","land_area","water_area","latitude","longitude"
"53","71","Walla Walla County","WA","48439","19029","3290563","74437","46225991","-11847836"
"53","73","Whatcom County","WA","127780","55742","5490940","993496","48833747","-12190012"
"53","75","Whitman County","WA","38775","14598","5592804","47211","46886676","-11751905"
"53","77","Yakima County","WA","188823","70852","11126947","40559","46455639","-12073889"
"55","1","Adams County","WI","15682","12418","1677790","105618","43967112","-8977348"
"55","3","Ashland County","WI","16307","8371","2703730","3238003","46708333","-9055846"
"55","5","Barron County","WI","40750","19363","2234879","70433","45418223","-9185283"
"55","7","Bayfield County","WI","14008","10918","3823902","1464237","46631235","-9118281"
"55","9","Brown County","WI","194594","74740","1369360","224699","44475233","-8799370"
"55","11","Buffalo County","WI","13584","5586","1772902","65039","44378606","-9175243"
"55","13","Burnett County","WI","13084","11743","2127807","152526","45865601","-9236781"
"55","15","Calumet County","WI","34291","12465","828452","199922","44078234","-8822154"
"55","17","Chippewa County","WI","52360","21024","2617125","80004","45067529","-9128237"
"55","19","Clark County","WI","31647","12904","3148661","8922","44730612","-9061023"
"55","21","Columbia County","WI","45088","19258","2004313","56759","43471189","-8932991"
"55","23","Crawford County","WI","15940","7315","1483427","68723","43232808","-9093081"
"55","25","Dane County","WI","367085","147851","3113634","93893","43066828","-8941832"
"55","27","Dodge County","WI","76559","28720","2285409","63916","43415772","-8870802"
"55","29","Door County","WI","25690","18037","1250317","4887822","45020683","-8700997"
"55","31","Douglas County","WI","41758","20610","3390974","442308","46450846","-9190626"
"55","33","Dunn County","WI","35909","13252","2206880","30788","44947560","-9189759"
"55","35","Eau Claire County","WI","85183","32741","1651545","19800","44726606","-9128657"
"55","37","Florence County","WI","4590","3775","1264134","24430","45851098","-8839932"
"55","39","Fond du Lac County","WI","90083","34548","1872505","111103","43755355","-8849080"
"55","41","Forest County","WI","8776","7203","2626637","83774","45667573","-8877711"
"55","43","Grant County","WI","49264","18450","2973059","92042","42863327","-9070758"
"55","45","Green County","WI","30339","12087","1512680","1492","42682273","-8960170"
"55","47","Green Lake County","WI","18651","9202","917650","67743","43807656","-8904423"
"55","49","Iowa County","WI","20150","8220","1975512","14016","42997920","-9013386"
"55","51","Iron County","WI","6153","5243","1961359","419605","46326395","-9026154"
"55","53","Jackson County","WI","16588","7627","2557081","33118","44315222","-9080837"
"55","55","Jefferson County","WI","67783","25719","1442795","66655","43020464","-8878029"
"55","57","Juneau County","WI","21650","11422","1988330","94607","43923262","-9011216"
"55","59","Kenosha County","WI","128181","51262","706605","1247185","42582298","-8780552"
"55","61","Kewaunee County","WI","18878","7544","887475","1921659","44589317","-8744014"
"55","63","La Crosse County","WI","97904","38239","1172693","70394","43907641","-9111015"
"55","65","Lafayette County","WI","16076","6313","1641050","2626","42659420","-9013522"
"55","67","Langlade County","WI","19505","10825","2260415","39369","45255568","-8907136"
"55","69","Lincoln County","WI","26993","13256","2287078","61976","45329846","-8973242"
"55","71","Manitowoc County","WI","80421","31843","1532148","2336924","44145467","-8755332"
"55","73","Marathon County","WI","115400","43774","4001746","80728","44897926","-8975777"
"55","75","Marinette County","WI","40548","25650","3631108","384077","45342922","-8800103"
"55","77","Marquette County","WI","12321","8035","1179830","23111","43817826","-8939377"
"55","78","Menominee County","WI","3890","1742","927207","18202","45019069","-8869988"
"55","79","Milwaukee County","WI","959275","390715","625649","2455935","42975611","-8767141"
"55","81","Monroe County","WI","36633","14135","2333412","19536","43945115","-9061958"
"55","83","Oconto County","WI","30226","18832","2585051","391313","44994496","-8822866"
"55","85","Oneida County","WI","31679","25173","2913044","288481","45704915","-8952425"
"55","87","Outagamie County","WI","140510","51923","1658620","10531","44411623","-8846157"
"55","89","Ozaukee County","WI","72831","26482","600784","2290434","43249500","-8750155"
"55","91","Pepin County","WI","7107","2919","601702","42425","44597146","-9200135"
"55","93","Pierce County","WI","32765","11536","1493180","39106","44715928","-9242320"
"55","95","Polk County","WI","34773","18562","2375872","101034","45460060","-9244292"
"55","97","Portage County","WI","61405","22910","2088494","42613","44475670","-8949845"
"55","99","Price County","WI","15600","9052","3244466","67018","45680277","-9036148"
"55","101","Racine County","WI","175034","66945","862811","1188420","42784761","-8775509"
"55","103","Richland County","WI","17521","7325","1518424","8249","43377179","-9042664"
"55","105","Rock County","WI","139510","54840","1866210","14807","42671533","-8906843"
"55","107","Rusk County","WI","15079","7904","2365151","46031","45475093","-9113545"
"55","109","St. Croix County","WI","50251","18519","1869874","35981","45038874","-9244689"
"55","111","Sauk County","WI","46975","20439","2169683","27968","43427344","-8994358"
"55","113","Sawyer County","WI","14181","13025","3254416","243232","45898597","-9114213"
"55","115","Shawano County","WI","37157","16737","2311754","43572","44789692","-8875636"
"55","117","Sheboygan County","WI","103877","40695","1330391","1961677","43715696","-8766310"
"55","119","Taylor County","WI","18901","7710","2525142","24920","45211478","-9050453"
"55","121","Trempealeau County","WI","25263","10097","1901443","20469","44304911","-9135213"
"55","123","Vernon County","WI","25617","10830","2058928","55809","43592530","-9083345"
"55","125","Vilas County","WI","17707","20225","2260558","375859","46053337","-8951263"
"55","127","Walworth County","WI","75000","36937","1438493","54779","42668076","-8854159"
"55","129","Washburn County","WI","13772","9829","2097238","112359","45900106","-9179114"
"55","131","Washington County","WI","95328","34382","1115899","13132","43366763","-8823089"
"55","133","Waukesha County","WI","304715","110452","1439016","64530","43017613","-8830639"
"55","135","Waupaca County","WI","46104","20141","1945450","36875","44478883","-8896570"
"55","137","Waushara County","WI","19385","12246","1621561","29420","44112576","-8923825"
"55","139","Winnebago County","WI","140320","56123","1136052","362919","44062273","-8864346"
"55","141","Wood County","WI","73605","28839","2053499","43135","44450552","-9004162"
"54","1","Barbour County","WV","15699","6956","882695","5088","39129849","-7999834"
"54","3","Berkeley County","WV","59253","25385","831844","1117","39467095","-7802571"
"54","5","Boone County","WV","25870","10705","1302826","510","38020883","-8171984"
"54","7","Braxton County","WV","12998","5708","1329999","6960","38703282","-8073127"
"54","9","Brooke County","WV","26992","10838","230128","8836","40269700","-8058435"
"54","11","Cabell County","WV","96827","43596","729375","16647","38418436","-8224170"
"54","13","Calhoun County","WV","7885","3446","726846","41","38843699","-8111771"
"54","15","Clay County","WV","9983","4359","886882","3681","38460407","-8107464"
"54","17","Doddridge County","WV","6994","3251","829983","126","39260436","-8070056"
"54","19","Fayette County","WV","47952","20841","1719682","11486","38031135","-8108716"
"54","21","Gilmer County","WV","7669","3243","880784","60","38918256","-8085415"
"54","23","Grant County","WV","10428","4746","1236051","7733","39101933","-7919674"
"54","25","Greenbrier County","WV","34693","16757","2645215","8217","37949802","-8045007"
"54","27","Hampshire County","WV","16498","8817","1662205","7500","39313728","-7861330"
"54","29","Hancock County","WV","35233","14697","215086","13773","40521032","-8058098"
"54","31","Hardy County","WV","10977","5573","1511100","2810","39005336","-7886335"
"54","33","Harrison County","WV","69371","29988","1077662","1399","39286675","-8038329"
"54","35","Jackson County","WV","25938","10571","1206434","15060","38833209","-8167230"
"54","37","Jefferson County","WV","35926","14606","542767","5252","39307105","-7786362"
"54","39","Kanawha County","WV","207619","92747","2339217","20452","38342352","-8152570"
"54","41","Lewis County","WV","17223","7454","1007090","2457","38995933","-8050553"
"54","43","Lincoln County","WV","21382","8429","1133013","2992","38177845","-8207091"
"54","45","Logan County","WV","43032","16848","1176465","3616","37825660","-8193854"
"54","47","McDowell County","WV","35233","15330","1385024","469","37371586","-8164819"
"54","49","Marion County","WV","57249","25491","802087","4736","39512047","-8024275"
"54","51","Marshall County","WV","37356","15630","795199","13399","39872410","-8067174"
"54","53","Mason County","WV","25178","10932","1118587","33539","38772922","-8202231"
"54","55","Mercer County","WV","64980","28426","1089094","534","37405805","-8111356"
"54","57","Mineral County","WV","26697","10930","848911","3617","39415225","-7894162"
"54","59","Mingo County","WV","33739","13087","1094608","2675","37728488","-8213576"
"54","61","Monongalia County","WV","75509","31563","935494","12224","39625612","-8005129"
"54","63","Monroe County","WV","12406","5994","1226070","766","37561255","-8054430"
"54","65","Morgan County","WV","12128","6757","593156","1741","39561866","-7826077"
"54","67","Nicholas County","WV","26775","11235","1680068","14948","38290255","-8079639"
"54","69","Ohio County","WV","50871","23229","275019","6938","40096746","-8061731"
"54","71","Pendleton County","WV","8054","4516","1807818","539","38683748","-7935580"
"54","73","Pleasants County","WV","7546","3134","338605","10002","39371449","-8116254"
"54","75","Pocahontas County","WV","9008","5579","2435499","4032","38322017","-8000787"
"54","77","Preston County","WV","29037","12137","1679315","7938","39469459","-7966829"
"54","79","Putnam County","WV","42835","16884","896796","10799","38509356","-8190593"
"54","81","Raleigh County","WV","76819","33278","1572069","6236","37775947","-8125566"
"54","83","Randolph County","WV","27803","12548","2693075","518","38780276","-7986812"
"54","85","Ritchie County","WV","10233","4936","1174678","173","39178478","-8106611"
"54","87","Roane County","WV","15120","6611","1252590","458","38715480","-8135835"
"54","89","Summers County","WV","14204","6769","935465","16951","37656684","-8085702"
"54","91","Taylor County","WV","15144","6528","447527","7529","39340219","-8004797"
"54","93","Tucker County","WV","7728","3900","1084935","5794","39103552","-7956694"
"54","95","Tyler County","WV","9796","4441","667115","8127","39465448","-8087942"
"54","97","Upshur County","WV","22867","9506","918892","263","38900603","-8023182"
"54","99","Wayne County","WV","41636","16991","1310029","16643","38149958","-8243310"
"54","101","Webster County","WV","10729","5072","1440400","117","38494635","-8043478"
"54","103","Wetzel County","WV","19258","8129","930438","5555","39610273","-8064086"
"54","105","Wirt County","WV","5192","2795","603501","4764","39019027","-8138472"
"54","107","Wood County","WV","86915","37620","951448","24918","39212523","-8151412"
